COURSE_ID                ROW_STATUS    
 200920.ENGL341.60        0             
 200920.ENGL341.D1        0             
 200920.ENGL341.D2        0             
 200920.ENGL344.01        0             
 200920.ENGL344.D1        0             
 200920.ENGL344.D2        0             
 200920.ENGL346.01        0             
 200920.ENGL370.01        0             
 200920.ENGL411.01        0             
 200920.ENGL431.01        0             
 200920.ENGL432.01        0             
 200920.ENGL470.01        0             
 200920.ENGL470.02        0             
 200920.ENGL480.01        0             
 200920.ENGL505.01        0             
 200920.ENGL507.01        0             
 200920.ENGL518.01        0             
 200920.ENGL636.01        2             
 200920.ENGL638.01        0             
 200920.ENGL639.01        0             
 200920.ENGL899.01        0             
 200920.FINC311.01        0             
 200920.FINC311.02        0             
 200920.FINC311.03        0             
 200920.FINC311.50        0             
 200920.FINC311.D1        0             
 200920.FINC315.01        0             
 200920.FINC320.01        0             
 200920.FINC330.46        0             
 200920.FINC354.D1        0             
 200920.FINC410.01        0             
 200920.FINC420.D1        0             
 200920.FINC440.01        2             
 200920.FINC453.01        0             
 200920.FINC460.01        0             
 200920.FINC560.D1        0             
 200920.FINC695.IND       0             
 200920.FORL210.01        0             
 200920.FORL210.02        0             
 200920.FORL210.03        0             
 200920.FORL210.04        0             
 200920.FORL220.02        0             
 200920.FORL220.03        0             
 200920.FORL220.04        0             
 200920.FORL220.06        0             
 200920.FORS300.01        0             
 200920.FORS300.D1        0             
 200920.FORS325.01        0             
 200920.FORS400.01        0             
 200920.FORS431.01        0             
 200920.FORS450.01        0             
 200920.FREN110.01        0             
 200920.FREN120.01        0             
 200920.FREN120.02        0             
 200920.FREN211.01        2             
 200920.FREN212.01        0             
 200920.FSCN322.D1        2             
 200920.FSCN377.D1        0             
 200920.FSCN377.D2        0             
 200920.FSCN400.D1        0             
 200920.FSCN400.D2        0             
 200920.FSCN412.D1        0             
 200920.FSCN412.D2        0             
 200920.FSCN430.D1        0             
 200920.FSCN430.D2        0             
 200920.FSCN441.D1        0             
 200920.FSCN441.D2        0             
 200920.FSCN490.D1        0             
 200920.GEOG210.01        0             
 200920.GEOG210.02        0             
 200920.GEOG210.03        0             
 200920.GEOG210.45        2             
 200920.GEOG220.01        2             
 200920.GEOG220.46        0             
 200920.GEOG312.01        0             
 200920.GEOG320.01        0             
 200920.GEOG350.01        0             
 200920.GEOG410.01        0             
 200920.GEOG440.01        0             
 200920.GEOG480.01        0             
 200920.HCM310.46         0             
 200920.HCM310.60         0             
 200920.HCM311.01         0             
 200920.HCM320.01         0             
 200920.HCM450.01         0             
 200920.HCM680.CE         0             
 200920.HCM681.D1         0             
 200920.HEED112.01        0             
 200920.HEED112.02        0             
 200920.HEED112.03        0             
 200920.HEED112.04        0             
 200920.HEED112.05        0             
 200920.HEED112.06        0             
 200920.HEED112.07        0             
 200920.HEED112.08        0             
 200920.HEED112.44        0             
 200920.HEED112.45        0             
 200920.HEED112.46        0             
 200920.HEED112.47        0             
 200920.HEED300.01        0             
 200920.HEED300.46        0             
 200920.HEED301.D1        0             
 200920.HEED301.D2        0             
 200920.HEED301.D3        0             
 200920.HEED321.46        0             
 200920.HEED322.01        0             
 200920.HEED322.46        2             
 200920.HEED372.01        0             
 200920.HEED372.44        0             
 200920.HEED410.D1        0             
 200920.HEED411.01        0             
 200920.HEED411.02        0             
 200920.HEED420.01        0             
 200920.HEED420.D1        0             
 200920.HEED420.D2        0             
 200920.HEED420.D3        0             
 200920.HEED420.D4        0             
 200920.HEED421.01        0             
 200920.HIPO310.D1        0             
 200920.HIPO341.01        0             
 200920.HIPO342.01        0             
 200920.HIST110.01        0             
 200920.HIST110.02        0             
 200920.HIST110.03        0             
 200920.HIST110.04        0             
 200920.HIST110.05        0             
 200920.HIST110.06        0             
 200920.HIST110.45        2             
 200920.HIST110.46        0             
 200920.HIST120.01        0             
 200920.HIST120.02        0             
 200920.HIST120.03        0             
 200920.HIST120.45        0             
 200920.HIST210.01        0             
 200920.HIST210.02        0             
 200920.HIST210.03        0             
 200920.HIST210.04        0             
 200920.HIST210.05        0             
 200920.HIST210.45        0             
 200920.HIST210.46        0             
 200920.HIST211.01        0             
 200920.HIST211.02        0             
 200920.HIST211.03        0             
 200920.HIST211.04        2             
 200920.HIST211.05        0             
 200920.HIST211.46        0             
 200920.HIST212.01        0             
 200920.HIST212.02        0             
 200920.HIST212.03        0             
 200920.HIST212.04        0             
 200920.HIST212.05        0             
 200920.HIST212.45        0             
 200920.HIST212.46        0             
 200920.HIST212.47        0             
 200920.HIST212.KWALSH    0             
 200920.HIST311.01        0             
 200920.HIST311.50        0             
 200920.HIST312.01        0             
 200920.HIST312.60        0             
 200920.HIST312.D1        0             
 200920.HIST322.01        0             
 200920.HIST323.60        0             
 200920.HIST331.01        0             
 200920.HIST340.D1        0             
 200920.HIST353.D1        0             
 200920.HIST362.D1        0             
 200920.HIST370.01        0             
 200920.HIST372.01        0             
 200920.HIST390.01        0             
 200920.HIST390.60        2             
 200920.HIST400.60        0             
 200920.HIST460.50        2             
 200920.HIST490.01        0             
 200920.HIST501.01        0             
 200920.HIST519.01        0             
 200920.HIST520.01        0             
 200920.HIST570.01        2             
 200920.HIST590.01        0             
 200920.HUMN211.01        0             
 200920.HUMN211.02        0             
 200920.HUMN211.03        0             
 200920.HUMN211.04        0             
 200920.HUMN211.06        0             
 200920.HUMN211.07        0             
 200920.HUMN211.44        0             
 200920.HUMN212.01        0             
 200920.HUMN212.02        0             
 200920.HUMN212.03        0             
 200920.HUMN212.04        0             
 200920.HUMN212.05        0             
 200920.HUMN212.06        0             
 200920.HUMN212.46        0             
 200920.MATH121.01        0             
 200920.MATH121.02        0             
 200920.MATH121.04        0             
 200920.MATH121.06        0             
 200920.MATH121.07        0             
 200920.MATH121.08        0             
 200920.MATH121.09        2             
 200920.MATH121.43        0             
 200920.MATH121.48        0             
 200920.MATH121.CE        0             
 200920.MATH121.D1        2             
 200920.MATH123.01        0             
 200920.MATH123.02        0             
 200920.MATH123.03        0             
 200920.MATH123.04        0             
 200920.MATH123.05        0             
 200920.MATH123.06        0             
 200920.MATH123.07        0             
 200920.MATH123.08        0             
 200920.MATH123.09        0             
 200920.MATH123.10        0             
 200920.MATH123.11        0             
 200920.MATH123.12        0             
 200920.MATH123.13        0             
 200920.MATH123.14        0             
 200920.MATH123.15        0             
 200920.MATH123.16        0             
 200920.MATH123.17        0             
 200920.MATH123.43        0             
 200920.MATH123.45        0             
 200920.MATH123.46        0             
 200920.MATH123.48        0             
 200920.MATH129.01        0             
 200920.MATH129.02        0             
 200920.MATH129.03        0             
 200920.MATH129.04        0             
 200920.MATH129.43        2             
 200920.MATH129.45        0             
 200920.MATH130.01        0             
 200920.MATH130.02        0             
 200920.MATH130.03        0             
 200920.MATH130.04        0             
 200920.MATH131.02        0             
 200920.MATH131.03        0             
 200920.MATH131.46        0             
 200920.MATH140.01        0             
 200920.MATH140.02        0             
 200920.MATH140.03        0             
 200920.MATH140.04        0             
 200920.MATH140.45        0             
 200920.MATH140.46        0             
 200920.MATH142.01        0             
 200920.MATH142.02        0             
 200920.MATH150.01        0             
 200920.MATH241.01        0             
 200920.MATH241.02        0             
 200920.MATH242.01        0             
 200920.MATH250.01        0             
 200920.MATH250.02        0             
 200920.MATH250.D1        2             
 200920.MATH251.01        0             
 200920.MATH260.01        0             
 200920.MATH262.01        0             
 200920.MATH312.01        0             
 200920.MATH340.01        0             
 200920.MATH362.01        0             
 200920.MATH372.01        0             
 200920.MATH412.01        0             
 200920.MATH431.01        0             
 200920.MATH461.01        0             
 200920.MATH504.MS1       0             
 200920.MATH571.01        0             
 200920.MATH611.01        0             
 200920.MATH612.01        0             
 200920.MATH621.01        0             
 200920.MATH641.01        0             
 200920.MATH699.01        0             
 200920.MEDI200.01        0             
 200920.MEDI200.46        0             
 200920.MGMT311.01        0             
 200920.MGMT311.02        0             
 200920.MGMT311.50        0             
 200920.MGMT311.D1        0             
 200920.MGMT325.01        0             
 200920.MGMT335.01        0             
 200920.MGMT335.45        0             
 200920.MGMT335.D1        0             
 200920.MGMT410.01        0             
 200920.MGMT410.D1        0             
 200920.MGMT420.01        0             
 200920.MGMT421.01        0             
 200920.MGMT425.01        0             
 200920.MGMT470.01        0             
 200920.MGMT470.02        0             
 200920.MGMT470.D1        0             
 200920.MGMT605.01        0             
 200920.MGMT610.44        0             
 200920.MGMT610.50        2             
 200920.MGMT610.80        0             
 200920.MGMT615.01        0             
 200920.MGMT615.50        0             
 200920.MGMT615.80        0             
 200920.MGMT650.01        0             
 200920.MGMT650.80        0             
 200920.MGMT650.LHERSHEY  0             
 200920.MGMT660.01        0             
 200920.MGMT660.50        0             
 200920.MGMT660.80        0             
 200920.MIS300.01         0             
 200920.MIS300.02         0             
 200920.MIS300.03         0             
 200920.MIS300.45         0             
 200920.MIS321.46         0             
 200920.MIS330.01         0             
 200920.MIS331.01         0             
 200920.MIS410.01         0             
 200920.MIS430.01         0             
 200920.MIS440.IND        0             
 200920.MKTG311.01        0             
 200920.MKTG311.02        0             
 200920.MKTG311.60        0             
 200920.MKTG311.D1        0             
 200920.MKTG322.01        0             
 200920.MKTG330.45        0             
 200920.MKTG331.01        0             
 200920.MKTG412.01        2             
 200920.MKTG421.46        0             
 200920.MKTG460.01        0             
 200920.MKTG470.01        0             
 200920.MKTG640.01        2             
 200920.MKTG640.50        2             
 200920.MKTG640.80        2             
 200920.MSCI102.01        0             
 200920.MSCI202.01        0             
 200920.MSCI302.01        0             
 200920.MSCI402.01        0             
 200920.MUSI100.01        0             
 200920.MUSI102.01        0             
 200920.MUSI102.02        0             
 200920.MUSI110.01        0             
 200920.MUSI115.01        0             
 200920.MUSI115.02        0             
 200920.MUSI120.01        0             
 200920.MUSI130.01        0             
 200920.MUSI140.01        0             
 200920.MUSI150.01        0             
 200920.MUSI152.01        0             
 200920.MUSI160.01        0             
 200920.MUSI167.01        0             
 200920.MUSI167.02        0             
 200920.MUSI171.01        0             
 200920.MUSI173.01        0             
 200920.MUSI175.01        0             
 200920.MUSI177.01        0             
 200920.MUSI177.02        0             
 200920.MUSI179.01        0             
 200920.MUSI192.01        0             
 200920.MUSI201.01        0             
 200920.MUSI202.01        0             
 200920.MUSI210.01        0             
 200920.MUSI210.02        0             
 200920.MUSI210.03        0             
